,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
0,0.27272727272727276,0.36363636363636365,0.0,0.6666666666666666,0.0,0.07690701432643945,1.0,0.0,1.0,0.36666666666666664,0.5454545454545454,0.04717364782431883,0.016129032258064516,0.0,0.0,1.0,0
1,0.42857142857142855,0.09090909090909091,0.5,0.0,0.0,0.0729940261107984,0.0,0.0,1.0,0.8333333333333334,0.7272727272727273,0.031110207401382674,0.0,0.0,0.0,1.0,0
2,0.09090909090909088,0.09090909090909091,1.0,0.3333333333333333,0.0,0.09065240680551269,1.0,0.0,1.0,0.9,0.7272727272727273,0.04249694997966653,0.0,0.0,0.0,1.0,0
3,0.5194805194805194,0.8181818181818182,0.5,0.3333333333333333,0.0,0.0916238447151962,0.0,0.0,1.0,0.03333333333333333,0.5454545454545454,0.0799105327368849,0.03225806451612903,0.0,0.0,1.0,0
4,0.24675324675324678,0.18181818181818182,1.0,0.6666666666666666,0.0,0.070315762714942,1.0,1.0,1.0,0.8666666666666667,0.7272727272727273,0.048190321268808456,0.016129032258064516,0.0,0.0,1.0,0
5,0.3636363636363637,0.0,0.5,0.3333333333333333,0.0,0.11781635284077499,1.0,0.0,0.0,0.5333333333333333,0.8181818181818182,0.013013420089467263,0.03225806451612903,0.17316513761467892,0.01818181818181818,0.3333333333333333,0
6,0.2207792207792208,0.36363636363636365,1.0,0.6666666666666666,0.0,0.09993100067183558,1.0,0.0,0.0,0.8,0.7272727272727273,0.03639690931272875,0.0,0.0,0.0,1.0,0
7,0.24675324675324678,0.2727272727272727,0.5,0.0,0.0,0.0728033700724493,1.0,0.0,0.0,0.7666666666666666,0.4545454545454546,0.07055713704758032,0.06451612903225806,0.0,0.0,1.0,0
8,0.25974025974025977,0.5454545454545454,0.5,0.3333333333333333,0.0,0.07307573584151944,0.0,0.0,1.0,0.5,0.5454545454545454,0.018503456689711265,0.0,0.0,0.0,1.0,0
9,0.12987012987012986,0.8181818181818182,0.5,0.6666666666666666,0.0,0.07377480798213282,1.0,0.0,0.0,0.9333333333333333,0.4545454545454546,0.02480683204554697,0.1935483870967742,0.0,0.0,1.0,0
10,0.3636363636363637,0.09090909090909091,0.5,0.3333333333333333,0.0,0.0728033700724493,0.0,0.0,0.0,0.43333333333333335,0.09090909090909091,0.012403416022773485,0.04838709677419355,0.0,0.0,1.0,0
11,0.5454545454545454,0.36363636363636365,0.5,1.0,0.0,0.0728033700724493,0.0,0.0,0.0,0.1,0.2727272727272727,0.05551037006913379,0.0,0.0,0.0,1.0,0
12,0.24675324675324678,0.36363636363636365,0.5,0.6666666666666666,0.0,0.0942657926751766,0.0,0.0,0.5,0.5666666666666667,0.4545454545454546,0.134607564050427,0.04838709677419355,0.0,0.0,1.0,0
13,0.44155844155844154,0.36363636363636365,0.5,0.3333333333333333,0.0,0.1033900459390264,0.0,0.0,0.0,0.2,0.4545454545454546,0.03985359902399349,0.016129032258064516,0.0,0.0,1.0,0
14,0.31168831168831174,0.5454545454545454,0.5,0.3333333333333333,0.0,0.12331814137599187,0.0,0.0,0.0,0.5333333333333333,0.8181818181818182,0.11386742578283855,0.016129032258064516,0.0,0.0,1.0,0
15,0.19480519480519481,0.8181818181818182,1.0,0.6666666666666666,0.0,0.07541808145552267,1.0,1.0,1.0,0.06666666666666667,0.4545454545454546,0.06974379829198861,0.016129032258064516,0.0,0.0,1.0,0
16,0.19480519480519481,0.09090909090909091,0.5,0.3333333333333333,0.0,0.07404717375120295,0.0,1.0,0.0,0.5666666666666667,0.4545454545454546,0.062017080113867425,0.1774193548387097,0.0,0.0,1.0,0
17,0.4935064935064935,0.5454545454545454,0.5,0.6666666666666666,0.0,0.08071105623445246,1.0,0.0,1.0,0.43333333333333335,0.7272727272727273,0.0774705164701098,0.0,0.0,0.0,1.0,0
18,0.12987012987012986,0.5454545454545454,1.0,0.3333333333333333,0.0,0.07342073248234163,0.0,0.0,0.0,0.9666666666666667,0.0,0.03192354615697438,0.0,0.0,0.0,1.0,0
19,0.24675324675324678,0.09090909090909091,0.5,0.0,0.0,0.0764076770831442,1.0,0.0,0.5,0.43333333333333335,0.7272727272727273,0.0026433509556730377,0.06451612903225806,0.0,0.0,1.0,0
20,0.41558441558441556,0.09090909090909091,0.5,0.3333333333333333,0.0,0.12961886950048118,1.0,0.0,1.0,0.4666666666666667,0.7272727272727273,0.02826352175681171,0.0967741935483871,0.0,0.0,1.0,0
21,0.2077922077922078,0.09090909090909091,0.5,0.0,0.0,0.07826884317179018,1.0,0.0,0.0,0.5,0.4545454545454546,0.13826758845058967,0.0,0.0,0.0,1.0,0
22,0.2337662337662338,0.18181818181818182,1.0,0.0,0.0,0.07284876436729433,0.0,0.0,0.0,0.36666666666666664,0.7272727272727273,0.0805205368035787,0.0,0.19839449541284404,0.01090909090909091,0.0,0
23,0.16883116883116883,0.36363636363636365,0.0,0.6666666666666666,0.0,0.0728033700724493,1.0,0.0,1.0,0.2,0.7272727272727273,0.19377795851972346,0.03225806451612903,0.0,0.0,1.0,0
24,0.31168831168831174,0.36363636363636365,0.5,0.6666666666666666,0.0,0.0728033700724493,1.0,0.0,1.0,0.16666666666666666,0.7272727272727273,0.013216754778365189,0.03225806451612903,0.0,0.0,1.0,0
25,0.10389610389610388,0.09090909090909091,1.0,0.6666666666666666,0.0,0.07687977774953245,1.0,0.0,0.0,0.13333333333333333,0.2727272727272727,0.06893045953639691,0.016129032258064516,0.0,0.0,1.0,0
26,0.2337662337662338,0.09090909090909091,0.5,0.3333333333333333,0.0,0.07479164018666135,0.0,0.0,1.0,0.3333333333333333,0.5454545454545454,0.00955673037820252,0.0967741935483871,0.0,0.0,1.0,0
27,0.2207792207792208,0.8181818181818182,1.0,0.3333333333333333,0.0,0.09523723058486011,1.0,1.0,0.0,0.8,0.4545454545454546,0.027653517690117934,0.06451612903225806,0.0,0.0,1.0,0
28,0.5844155844155845,0.9090909090909092,0.5,0.0,0.0,0.0728033700724493,0.0,0.0,0.5,0.9666666666666667,0.8181818181818182,0.06852379015860105,0.03225806451612903,0.0,0.0,1.0,0
